1,195,43654,44011,0.9,0.95,17.623,4.1226,0.592,0.35655,-14.629,-8.7014,0,0,14,0.73264,0.51541,0.22911,0,4,17.623,783
1,195,43654,44011,1,0.95,17.623,4.1226,0.592,0.35655,-14.629,-8.7014,0,0,14,0.73264,0.51541,0.22911,0,4,17.623,783
1,195,43654,44011,1.1,0.95,17.623,4.1226,0.592,0.35655,-14.629,-8.7014,0,0,14,0.73264,0.51541,0.22911,0,4,17.623,783
1,197,43654,44011,0.9,0.95,16.57,5.3543,0.6112,0.25365,-13.898,-5.887,0,0,14,0.68199,0.41372,0.19996,0,4,16.57,783
1,197,43654,44011,1,0.95,16.57,5.3543,0.6112,0.25365,-13.898,-5.887,0,0,14,0.68199,0.41372,0.19996,0,4,16.57,783
1,197,43654,44011,1.1,0.95,16.57,5.3543,0.6112,0.25365,-13.898,-5.887,0,0,14,0.68199,0.41372,0.19996,0,4,16.57,783
1,192,43654,44011,0.9,0.95,17.053,1.0876,0.6562,0.5062,-14.649,-12.417,0,0,15,0.79924,0.25707,0.1833,-0.60236,4,16.444,783
1,192,43654,44011,1,0.95,17.053,1.0876,0.6562,0.5062,-14.649,-12.417,0,0,15,0.79924,0.25707,0.1833,-0.60236,4,16.444,783
1,192,43654,44011,1.1,0.95,17.053,1.0876,0.6562,0.5062,-14.649,-12.417,0,0,15,0.79924,0.25707,0.1833,-0.60236,4,16.444,783
1,16,43654,44011,0.9,0.95,16.395,4.9065,0.57945,0.2645,-13.498,-6.283,0,0,14,0.68635,0.5365,0.21784,0,4,16.395,783
1,16,43654,44011,1,0.95,16.395,4.9065,0.57945,0.2645,-13.498,-6.283,0,0,14,0.68635,0.5365,0.21784,0,4,16.395,783
1,16,43654,44011,1.1,0.95,16.395,4.9065,0.57945,0.2645,-13.498,-6.283,0,0,14,0.68635,0.5365,0.21784,0,4,16.395,783
1,196,43654,44011,0.9,0.95,16.249,5.2134,0.63245,0.27175,-13.788,-5.9867,0,0,14,0.69299,0.29315,0.18094,0,4,16.249,783
1,196,43654,44011,1,0.95,16.249,5.2134,0.63245,0.27175,-13.788,-5.9867,0,0,14,0.69299,0.29315,0.18094,0,4,16.249,783
1,196,43654,44011,1.1,0.95,16.249,5.2134,0.63245,0.27175,-13.788,-5.9867,0,0,14,0.69299,0.29315,0.18094,0,4,16.249,783
1,94,43654,44011,0.9,0.95,15.899,4.2831,0.5552,0.2959,-12.914,-6.7729,0,0,14,0.69968,0.61793,0.22687,0,4,15.899,783
1,94,43654,44011,1,0.95,15.899,4.2831,0.5552,0.2959,-12.914,-6.7729,0,0,14,0.69968,0.61793,0.22687,0,4,15.899,783
1,94,43654,44011,1.1,0.95,15.899,4.2831,0.5552,0.2959,-12.914,-6.7729,0,0,14,0.69968,0.61793,0.22687,0,4,15.899,783
1,199,43654,44011,0.9,0.95,15.676,4.6613,0.62135,0.28445,-13.216,-6.2169,0,0,14,0.69791,0.30175,0.17697,0,4,15.676,783
1,199,43654,44011,1,0.95,15.676,4.6613,0.62135,0.28445,-13.216,-6.2169,0,0,14,0.69791,0.30175,0.17697,0,4,15.676,783
1,199,43654,44011,1.1,0.95,15.676,4.6613,0.62135,0.28445,-13.216,-6.2169,0,0,14,0.69791,0.30175,0.17697,0,4,15.676,783
1,181,43654,44011,0.9,0.95,15.623,4.7709,0.60215,0.25675,-13.024,-5.8496,0,0,14,0.68355,0.37972,0.1842,0,4,15.623,783
1,181,43654,44011,1,0.95,15.623,4.7709,0.60215,0.25675,-13.024,-5.8496,0,0,14,0.68355,0.37972,0.1842,0,4,15.623,783
1,181,43654,44011,1.1,0.95,15.623,4.7709,0.60215,0.25675,-13.024,-5.8496,0,0,14,0.68355,0.37972,0.1842,0,4,15.623,783
1,191,43654,44011,0.9,0.95,15.621,4.7554,0.5597,0.2454,-12.751,-5.7306,0,0,14,0.67496,0.5563,0.20906,0,4,15.621,783
1,191,43654,44011,1,0.95,15.621,4.7554,0.5597,0.2454,-12.751,-5.7306,0,0,14,0.67496,0.5563,0.20906,0,4,15.621,783
1,191,43654,44011,1.1,0.95,15.621,4.7554,0.5597,0.2454,-12.751,-5.7306,0,0,14,0.67496,0.5563,0.20906,0,4,15.621,783
1,194,43654,44011,0.9,0.95,15.567,4.5369,0.59985,0.2551,-12.969,-5.9832,0,0,14,0.67965,0.40245,0.18588,0,4,15.567,783
1,194,43654,44011,1,0.95,15.567,4.5369,0.59985,0.2551,-12.969,-5.9832,0,0,14,0.67965,0.40245,0.18588,0,4,15.567,783
1,194,43654,44011,1.1,0.95,15.567,4.5369,0.59985,0.2551,-12.969,-5.9832,0,0,14,0.67965,0.40245,0.18588,0,4,15.567,783
1,227,43654,44011,0.9,0.95,15.52,4.8575,0.5776,0.25185,-12.776,-5.639,0,0,14,0.67998,0.50257,0.20401,0,4,15.52,783
1,227,43654,44011,1,0.95,15.52,4.8575,0.5776,0.25185,-12.776,-5.639,0,0,14,0.67998,0.50257,0.20401,0,4,15.52,783
1,227,43654,44011,1.1,0.95,15.52,4.8575,0.5776,0.25185,-12.776,-5.639,0,0,14,0.67998,0.50257,0.20401,0,4,15.52,783
1,193,43654,44011,0.9,0.95,15.449,4.3904,0.5917,0.25995,-12.808,-6.1093,0,0,14,0.68359,0.41842,0.18659,0,4,15.449,783
1,193,43654,44011,1,0.95,15.449,4.3904,0.5917,0.25995,-12.808,-6.1093,0,0,14,0.68359,0.41842,0.18659,0,4,15.449,783
1,193,43654,44011,1.1,0.95,15.449,4.3904,0.5917,0.25995,-12.808,-6.1093,0,0,14,0.68359,0.41842,0.18659,0,4,15.449,783
1,198,43654,44011,0.9,0.95,15.336,4.3707,0.60715,0.3219,-12.82,-6.591,0,0,14,0.7191,0.31547,0.17511,0,4,15.336,783
1,198,43654,44011,1,0.95,15.336,4.3707,0.60715,0.3219,-12.82,-6.591,0,0,14,0.7191,0.31547,0.17511,0,4,15.336,783
1,198,43654,44011,1.1,0.95,15.336,4.3707,0.60715,0.3219,-12.82,-6.591,0,0,14,0.7191,0.31547,0.17511,0,4,15.336,783
1,229,43654,44011,0.9,0.95,15.055,4.4521,0.61015,0.28355,-12.6,-5.9863,0,0,14,0.69735,0.3324,0.17466,0,4,15.055,783
1,229,43654,44011,1,0.95,15.055,4.4521,0.61015,0.28355,-12.6,-5.9863,0,0,14,0.69735,0.3324,0.17466,0,4,15.055,783
1,229,43654,44011,1.1,0.95,15.055,4.4521,0.61015,0.28355,-12.6,-5.9863,0,0,14,0.69735,0.3324,0.17466,0,4,15.055,783
1,221,43654,44011,0.9,0.95,14.929,4.3156,0.58635,0.25375,-12.338,-5.7602,0,0,10,0.67878,0.43744,0.18385,0,4,14.929,783
1,221,43654,44011,1,0.95,14.929,4.3156,0.58635,0.25375,-12.338,-5.7602,0,0,10,0.67878,0.43744,0.18385,0,4,14.929,783
1,221,43654,44011,1.1,0.95,14.929,4.3156,0.58635,0.25375,-12.338,-5.7602,0,0,10,0.67878,0.43744,0.18385,0,4,14.929,783
1,23,43654,44011,0.9,0.95,14.725,6.5256,0.59675,0.1204,-12.236,-2.4465,0,0,9,0.61098,0.42779,0.18217,0,4,14.725,783
1,23,43654,44011,1,0.95,14.725,6.5256,0.59675,0.1204,-12.236,-2.4465,0,0,9,0.61098,0.42779,0.18217,0,4,14.725,783
1,23,43654,44011,1.1,0.95,14.725,6.5256,0.59675,0.1204,-12.236,-2.4465,0,0,9,0.61098,0.42779,0.18217,0,4,14.725,783
1,212,43654,44011,0.9,0.95,15.212,2.4534,0.6672,0.39015,-13.135,-8.7843,0,0,14,0.74456,0.17968,0.14939,-0.60236,4,14.603,783
1,212,43654,44011,1,0.95,15.212,2.4534,0.6672,0.39015,-13.135,-8.7843,0,0,14,0.74456,0.17968,0.14939,-0.60236,4,14.603,783
1,212,43654,44011,1.1,0.95,15.212,2.4534,0.6672,0.39015,-13.135,-8.7843,0,0,14,0.74456,0.17968,0.14939,-0.60236,4,14.603,783
1,101,43654,44011,0.9,0.95,14.56,5.9009,0.58685,0.18595,-12.044,-3.4363,0,0,10,0.64364,0.44932,0.18561,0,4,14.56,783
1,101,43654,44011,1,0.95,14.56,5.9009,0.58685,0.18595,-12.044,-3.4363,0,0,10,0.64364,0.44932,0.18561,0,4,14.56,783
1,101,43654,44011,1.1,0.95,14.56,5.9009,0.58685,0.18595,-12.044,-3.4363,0,0,10,0.64364,0.44932,0.18561,0,4,14.56,783
1,171,43654,44011,0.9,0.95,16.398,4.2842,0.6291,0.3526,-13.864,-7.6456,0,0,14,0.7322,0.3365,0.18762,-2.1716,4,14.205,783
1,171,43654,44011,1,0.95,16.398,4.2842,0.6291,0.3526,-13.864,-7.6456,0,0,14,0.7322,0.3365,0.18762,-2.1716,4,14.205,783
