BackT,Clave,F_Inicio,F_Fin,Trigger,Strike,Cupon,Rentabilidad,ProbNeut_Put,Prob_Put,NPVNeut_Put,NPV_Put,VaR95,ES95,Bloque,Vida_Media,rhoCesta,volatCesta,NPVPut_Back,NCupones_Back,Rentabilidad_Back,Fin_Ventana
1,191,43654,44011,1.0,0.95,15.777736207494852,-3.457037277224824,0.56815,0.57665,-12.944188507170878,-16.278902925054524,0.0,0.0,15.0,0.823025,0.550573535639837,0.20918816553024047,0.0,4.0,15.777736207494852,783
1,191,43654,44011,1.1,0.95,15.777736207494852,-3.457037277224824,0.56815,0.57665,-12.944188507170878,-16.278902925054524,0.0,0.0,15.0,0.823025,0.550573535639837,0.20918816553024047,0.0,4.0,15.777736207494852,783
1,181,43654,44011,0.9,0.95,15.76319702966046,-4.807428835355299,0.60725,0.6594,-13.188500018962339,-18.181445792740256,0.0,0.0,15.0,0.860025,0.3763699982326291,0.18469677784960212,0.0,4.0,15.76319702966046,783
1,181,43654,44011,1.0,0.95,15.76319702966046,-4.807428835355299,0.60725,0.6594,-13.188500018962339,-18.181445792740256,0.0,0.0,15.0,0.860025,0.3763699982326291,0.18469677784960212,0.0,4.0,15.76319702966046,783
1,181,43654,44011,1.1,0.95,15.76319702966046,-4.807428835355299,0.60725,0.6594,-13.188500018962339,-18.181445792740256,0.0,0.0,15.0,0.860025,0.3763699982326291,0.18469677784960212,0.0,4.0,15.76319702966046,783
1,194,43654,44011,0.9,0.95,15.74581991559189,-3.9929773354835625,0.6044,0.60225,-13.152704904227425,-16.95790732975736,0.0,0.0,15.0,0.8342125,0.3966047078764661,0.18610949309436173,0.0,4.0,15.74581991559189,783
1,194,43654,44011,1.0,0.95,15.74581991559189,-3.9929773354835625,0.6044,0.60225,-13.152704904227425,-16.95790732975736,0.0,0.0,15.0,0.8342125,0.3966047078764661,0.18610949309436173,0.0,4.0,15.74581991559189,783
1,194,43654,44011,1.1,0.95,15.74581991559189,-3.9929773354835625,0.6044,0.60225,-13.152704904227425,-16.95790732975736,0.0,0.0,15.0,0.8342125,0.3966047078764661,0.18610949309436173,0.0,4.0,15.74581991559189,783
1,193,43654,44011,0.9,0.95,15.629737095726446,-4.5827498483879126,0.5968,0.639,-13.003246781573477,-17.69468538455386,0.0,0.0,15.0,0.8502875,0.41566780173614504,0.18699825526470762,0.0,4.0,15.629737095726446,783
1,193,43654,44011,1.0,0.95,15.629737095726446,-4.5827498483879126,0.5968,0.639,-13.003246781573477,-17.69468538455386,0.0,0.0,15.0,0.8502875,0.41566780173614504,0.18699825526470762,0.0,4.0,15.629737095726446,783
1,193,43654,44011,1.1,0.95,15.629737095726446,-4.5827498483879126,0.5968,0.639,-13.003246781573477,-17.69468538455386,0.0,0.0,15.0,0.8502875,0.41566780173614504,0.18699825526470762,0.0,4.0,15.629737095726446,783
1,227,43654,44011,0.9,0.95,15.579645084613803,-5.116416817550196,0.5819,0.66835,-12.842264717031565,-18.406844227940294,0.0,0.0,15.0,0.8649375,0.5046447084422705,0.20453245651589533,0.0,4.0,15.579645084613803,783
1,227,43654,44011,1.0,0.95,15.579645084613803,-5.116416817550196,0.5819,0.66835,-12.842264717031565,-18.406844227940294,0.0,0.0,15.0,0.8649375,0.5046447084422705,0.20453245651589533,0.0,4.0,15.579645084613803,783
1,227,43654,44011,1.1,0.95,15.579645084613803,-5.116416817550196,0.5819,0.66835,-12.842264717031565,-18.406844227940294,0.0,0.0,15.0,0.8649375,0.5046447084422705,0.20453245651589533,0.0,4.0,15.579645084613803,783
1,198,43654,44011,0.9,0.95,15.468580853824479,-4.932411205933139,0.6128,0.68155,-12.974389597658284,-18.206709363087178,0.0,0.0,15.0,0.8699749999999999,0.3163160440980038,0.1757737863289385,0.0,4.0,15.468580853824479,783
1,198,43654,44011,1.0,0.95,15.468580853824479,-4.932411205933139,0.6128,0.68155,-12.974389597658284,-18.206709363087178,0.0,0.0,15.0,0.8699749999999999,0.3163160440980038,0.1757737863289385,0.0,4.0,15.468580853824479,783
1,198,43654,44011,1.1,0.95,15.468580853824479,-4.932411205933139,0.6128,0.68155,-12.974389597658284,-18.206709363087178,0.0,0.0,15.0,0.8699749999999999,0.3163160440980038,0.1757737863289385,0.0,4.0,15.468580853824479,783
1,229,43654,44011,0.9,0.95,15.036154230817248,-4.511899442823177,0.60685,0.6394,-12.556711917683714,-17.160759653630805,0.0,0.0,15.0,0.8527,0.33140615826435454,0.17449416772618875,0.0,4.0,15.036154230817248,783
1,229,43654,44011,1.0,0.95,15.036154230817248,-4.511899442823177,0.60685,0.6394,-12.556711917683714,-17.160759653630805,0.0,0.0,15.0,0.8527,0.33140615826435454,0.17449416772618875,0.0,4.0,15.036154230817248,783
1,229,43654,44011,1.1,0.95,15.036154230817248,-4.511899442823177,0.60685,0.6394,-12.556711917683714,-17.160759653630805,0.0,0.0,15.0,0.8527,0.33140615826435454,0.17449416772618875,0.0,4.0,15.036154230817248,783
1,221,43654,44011,0.9,0.95,14.94516665702181,-4.57121706670439,0.5845,0.61175,-12.340563796785403,-16.937558014322196,0.0,0.0,11.0,0.8388375,0.43815817732453005,0.1839063047214284,0.0,4.0,14.94516665702181,783
1,221,43654,44011,1.0,0.95,14.94516665702181,-4.57121706670439,0.5845,0.61175,-12.340563796785403,-16.937558014322196,0.0,0.0,11.0,0.8388375,0.43815817732453005,0.1839063047214284,0.0,4.0,14.94516665702181,783
1,221,43654,44011,1.1,0.95,14.94516665702181,-4.57121706670439,0.5845,0.61175,-12.340563796785403,-16.937558014322196,0.0,0.0,11.0,0.8388375,0.43815817732453005,0.1839063047214284,0.0,4.0,14.94516665702181,783
1,23,43654,44011,0.9,0.95,14.81273748744439,-6.0697330128470846,0.60195,0.6734,-12.341888990650189,-18.713379430577643,0.0,0.0,11.0,0.8662625,0.42746501040651247,0.18234747457511372,0.0,4.0,14.81273748744439,783
1,23,43654,44011,1.0,0.95,14.81273748744439,-6.0697330128470846,0.60195,0.6734,-12.341888990650189,-18.713379430577643,0.0,0.0,11.0,0.8662625,0.42746501040651247,0.18234747457511372,0.0,4.0,14.81273748744439,783
1,23,43654,44011,1.1,0.95,14.81273748744439,-6.0697330128470846,0.60195,0.6734,-12.341888990650189,-18.713379430577643,0.0,0.0,11.0,0.8662625,0.42746501040651247,0.18234747457511372,0.0,4.0,14.81273748744439,783
1,212,43654,44011,0.9,0.95,15.400662184370821,-11.834614881817991,0.6692,0.86065,-13.294858515302417,-26.077453289204257,0.0,0.0,16.0,0.9418375,0.18065527385058733,0.14978866011533373,-0.602357356491911,4.0,14.792251035801788,783
1,212,43654,44011,1.0,0.95,15.400662184370821,-11.834614881817991,0.6692,0.86065,-13.294858515302417,-26.077453289204257,0.0,0.0,16.0,0.9418375,0.18065527385058733,0.14978866011533373,-0.602357356491911,4.0,14.792251035801788,783
1,212,43654,44011,1.1,0.95,15.400662184370821,-11.834614881817991,0.6692,0.86065,-13.294858515302417,-26.077453289204257,0.0,0.0,16.0,0.9418375,0.18065527385058733,0.14978866011533373,-0.602357356491911,4.0,14.792251035801788,783
1,101,43654,44011,0.9,0.95,14.602016086049144,-5.2440138784166965,0.58435,0.6461,-12.051056631525677,-17.533359295410154,0.0,0.0,11.0,0.8536875,0.45338033956765544,0.1854333609716177,0.0,4.0,14.602016086049144,783
1,101,43654,44011,1.0,0.95,14.602016086049144,-5.2440138784166965,0.58435,0.6461,-12.051056631525677,-17.533359295410154,0.0,0.0,11.0,0.8536875,0.45338033956765544,0.1854333609716177,0.0,4.0,14.602016086049144,783
1,101,43654,44011,1.1,0.95,14.602016086049144,-5.2440138784166965,0.58435,0.6461,-12.051056631525677,-17.533359295410154,0.0,0.0,11.0,0.8536875,0.45338033956765544,0.1854333609716177,0.0,4.0,14.602016086049144,783
1,171,43654,44011,0.9,0.95,16.51166782259173,-4.664227864012828,0.63245,0.67635,-14.01255278257179,-18.82409469663126,0.0,0.0,15.0,0.8690249999999999,0.33470687445989417,0.18826859827496412,-2.171622817883703,4.0,14.318219832544504,783
1,171,43654,44011,1.0,0.95,16.51166782259173,-4.664227864012828,0.63245,0.67635,-14.01255278257179,-18.82409469663126,0.0,0.0,15.0,0.8690249999999999,0.33470687445989417,0.18826859827496412,-2.171622817883703,4.0,14.318219832544504,783
1,171,43654,44011,1.1,0.95,16.51166782259173,-4.664227864012828,0.63245,0.67635,-14.01255278257179,-18.82409469663126,0.0,0.0,15.0,0.8690249999999999,0.33470687445989417,0.18826859827496412,-2.171622817883703,4.0,14.318219832544504,783
1,230,43654,44011,0.9,0.95,13.996415566051642,-5.561790995873375,0.6165,0.6792,-11.761091810514502,-17.54571443318897,0.0,0.0,11.0,0.8688125,0.32647989766511537,0.15646582380603533,0.0,4.0,13.996415566051642,783
1,230,43654,44011,1.0,0.95,13.996415566051642,-5.561790995873375,0.6165,0.6792,-11.761091810514502,-17.54571443318897,0.0,0.0,11.0,0.8688125,0.32647989766511537,0.15646582380603533,0.0,4.0,13.996415566051642,783
1,230,43654,44011,1.1,0.95,13.996415566051642,-5.561790995873375,0.6165,0.6792,-11.761091810514502,-17.54571443318897,0.0,0.0,11.0,0.8688125,0.32647989766511537,0.15646582380603533,0.0,4.0,13.996415566051642,783
1,25,43654,44011,0.9,0.95,13.752637923274419,-5.726644198668884,0.60585,0.63635,-11.469008898625216,-17.24240970310608,0.0,0.0,11.0,0.84995,0.33345681817185663,0.15970238815544538,0.0,4.0,13.752637923274419,783
1,25,43654,44011,1.0,0.95,13.752637923274419,-5.726644198668884,0.60585,0.63635,-11.469008898625216,-17.24240970310608,0.0,0.0,11.0,0.84995,0.33345681817185663,0.15970238815544538,0.0,4.0,13.752637923274419,783
1,25,43654,44011,1.1,0.95,13.752637923274419,-5.726644198668884,0.60585,0.63635,-11.469008898625216,-17.24240970310608,0.0,0.0,11.0,0.84995,0.33345681817185663,0.15970238815544538,0.0,4.0,13.752637923274419,783
1,176,43654,44011,0.9,0.95,15.89138533962462,-5.094322884741132,0.6276,0.68515,-13.441247563719672,-18.77798582195169,0.0,0.0,15.0,0.87295,0.3308892403870791,0.1821917599102814,-2.171622817883703,4.0,13.697937349577394,783
1,176,43654,44011,1.0,0.95,15.89138533962462,-5.094322884741132,0.6276,0.68515,-13.441247563719672,-18.77798582195169,0.0,0.0,15.0,0.87295,0.3308892403870791,0.1821917599102814,-2.171622817883703,4.0,13.697937349577394,783
1,176,43654,44011,1.1,0.95,15.89138533962462,-5.094322884741132,0.6276,0.68515,-13.441247563719672,-18.77798582195169,0.0,0.0,15.0,0.87295,0.3308892403870791,0.1821917599102814,-2.171622817883703,4.0,13.697937349577394,783
1,188,43654,44011,0.9,0.95,13.668069371182517,-6.533167092983279,0.6092,0.7031,-11.435405711246332,-18.362850356033004,0.0,0.0,12.0,0.879,0.31519694310673224,0.15199239887193167,0.0,4.0,13.668069371182517,783
1,188,43654,44011,1.0,0.95,13.668069371182517,-6.533167092983279,0.6092,0.7031,-11.435405711246332,-18.362850356033004,0.0,0.0,12.0,0.879,0.31519694310673224,0.15199239887193167,0.0,4.0,13.668069371182517,783
1,188,43654,44011,1.1,0.95,13.668069371182517,-6.533167092983279,0.6092,0.7031,-11.435405711246332,-18.362850356033004,0.0,0.0,12.0,0.879,0.31519694310673224,0.15199239887193167,0.0,4.0,13.668069371182517,783
1,234,43654,44011,0.9,0.95,13.667125200500388,-5.662157829084821,0.6226,0.67515,-11.516570586149117,-17.335451959530737,0.0,0.0,11.0,0.8668625,0.2525813168200505,0.1452646021449149,0.0,4.0,13.667125200500388,783
1,234,43654,44011,1.0,0.95,13.667125200500388,-5.662157829084821,0.6226,0.67515,-11.516570586149117,-17.335451959530737,0.0,0.0,11.0,0.8668625,0.2525813168200505,0.1452646021449149,0.0,4.0,13.667125200500388,783
1,234,43654,44011,1.1,0.95,13.667125200500388,-5.662157829084821,0.6226,0.67515,-11.516570586149117,-17.335451959530737,0.0,0.0,11.0,0.8668625,0.2525813168200505,0.1452646021449149,0.0,4.0,13.667125200500388,783
1,209,43654,44011,0.9,0.95,14.155454936536653,-12.29392876266404,0.6492,0.83435,-12.103101413771112,-25.210265822307147,0.0,0.0,12.0,0.9303625,0.18469420105177692,0.13585942191864495,-0.602357356491911,4.0,13.54704378796762,783
1,209,43654,44011,1.0,0.95,14.155454936536653,-12.29392876266404,0.6492,0.83435,-12.103101413771112,-25.210265822307147,0.0,0.0,12.0,0.9303625,0.18469420105177692,0.13585942191864495,-0.602357356491911,4.0,13.54704378796762,783
1,209,43654,44011,1.1,0.95,14.155454936536653,-12.29392876266404,0.6492,0.83435,-12.103101413771112,-25.210265822307147,0.0,0.0,12.0,0.9303625,0.18469420105177692,0.13585942191864495,-0.602357356491911,4.0,13.54704378796762,783
1,205,43654,44011,0.9,0.95,13.510977353309622,-5.321236460504627,0.5619,0.63035,-11.016873791516925,-16.593370404413456,0.0,0.0,11.0,0.8466374999999999,0.5169561063668645,0.1801279314833056,0.0,4.0,13.510977353309622,783
1,205,43654,44011,1.0,0.95,13.510977353309622,-5.321236460504627,0.5619,0.63035,-11.016873791516925,-16.593370404413456,0.0,0.0,11.0,0.8466374999999999,0.5169561063668645,0.1801279314833056,0.0,4.0,13.510977353309622,783
1,205,43654,44011,1.1,0.95,13.510977353309622,-5.321236460504627,0.5619,0.63035,-11.016873791516925,-16.593370404413456,0.0,0.0,11.0,0.8466374999999999,0.5169561063668645,0.1801279314833056,0.0,4.0,13.510977353309622,783
1,214,43654,44011,0.9,0.95,14.075323337882367,-12.266958784907917,0.6478,0.8451,-12.014519693184633,-25.176469677480444,0.0,0.0,12.0,0.9351499999999999,0.18047638748406936,0.1328584085243916,-0.602357356491911,4.0,13.466912189313334,783
1,214,43654,44011,1.0,0.95,14.075323337882367,-12.266958784907917,0.6478,0.8451,-12.014519693184633,-25.176469677480444,0.0,0.0,12.0,0.9351499999999999,0.18047638748406936,0.1328584085243916,-0.602357356491911,4.0,13.466912189313334,783
1,214,43654,44011,1.1,0.95,14.075323337882367,-12.266958784907917,0.6478,0.8451,-12.014519693184633,-25.176469677480444,0.0,0.0,12.0,0.9351499999999999,0.18047638748406936,0.1328584085243916,-0.602357356491911,4.0,13.466912189313334,783
1,223,43654,44011,0.9,0.95,13.414104039385913,-5.906552017192075,0.58565,0.65315,-11.076985899199693,-17.224799802822798,0.0,0.0,11.0,0.8566625,0.4155867519611274,0.15881975357455963,0.0,4.0,13.414104039385913,783
1,223,43654,44011,1.0,0.95,13.414104039385913,-5.906552017192075,0.58565,0.65315,-11.076985899199693,-17.224799802822798,0.0,0.0,11.0,0.8566625,0.4155867519611274,0.15881975357455963,0.0,4.0,13.414104039385913,783
1,223,43654,44011,1.1,0.95,13.414104039385913,-5.906552017192075,0.58565,0.65315,-11.076985899199693,-17.224799802822798,0.0,0.0,11.0,0.8566625,0.4155867519611274,0.15881975357455963,0.0,4.0,13.414104039385913,783
1,218,43654,44011,0.9,0.95,13.336013619962374,-6.4347197763165,0.58095,0.6812,-10.969041849487684,-17.83546440557061,0.0,0.0,11.0,0.868325,0.43019639560758804,0.1595563061282624,0.0,4.0,13.336013619962374,783
1,218,43654,44011,1.0,0.95,13.336013619962374,-6.4347197763165,0.58095,0.6812,-10.969041849487684,-17.83546440557061,0.0,0.0,11.0,0.868325,0.43019639560758804,0.1595563061282624,0.0,4.0,13.336013619962374,783
1,218,43654,44011,1.1,0.95,13.336013619962374,-6.4347197763165,0.58095,0.6812,-10.969041849487684,-17.83546440557061,0.0,0.0,11.0,0.868325,0.43019639560758804,0.1595563061282624,0.0,4.0,13.336013619962374,783
1,103,43654,44011,0.9,0.95,13.315073893618958,-4.96770489718892,0.58145,0.6046,-10.961724157851798,-15.93529267303451,0.0,0.0,11.0,0.835725,0.39074465272673126,0.16575606263346374,0.0,4.0,13.315073893618958,783
1,103,43654,44011,1.0,0.95,13.315073893618958,-4.96770489718892,0.58145,0.6046,-10.961724157851798,-15.93529267303451,0.0,0.0,11.0,0.835725,0.39074465272673126,0.16575606263346374,0.0,4.0,13.315073893618958,783
1,103,43654,44011,1.1,0.95,13.315073893618958,-4.96770489718892,0.58145,0.6046,-10.961724157851798,-15.93529267303451,0.0,0.0,11.0,0.835725,0.39074465272673126,0.16575606263346374,0.0,4.0,13.315073893618958,783
1,20,43654,44011,0.9,0.95,13.246507409134665,-5.914212757466494,0.5489,0.5989,-10.707174777352005,-16.75237162978111,0.0,0.0,11.0,0.8309,0.5329357910926446,0.1754045579533792,0.0,4.0,13.246507409134665,783
1,20,43654,44011,1.0,0.95,13.246507409134665,-5.914212757466494,0.5489,0.5989,-10.707174777352005,-16.75237162978111,0.0,0.0,11.0,0.8309,0.5329357910926446,0.1754045579533792,0.0,4.0,13.246507409134665,783
1,20,43654,44011,1.1,0.95,13.246507409134665,-5.914212757466494,0.5489,0.5989,-10.707174777352005,-16.75237162978111,0.0,0.0,11.0,0.8309,0.5329357910926446,0.1754045579533792,0.0,4.0,13.246507409134665,783
1,233,43654,44011,0.9,0.95,13.242572395375735,-6.598080194167254,0.6053,0.70995,-11.054640282915592,-18.08763759484558,0.0,0.0,12.0,0.88135,0.29276541026243946,0.14421792336607153,0.0,4.0,13.242572395375735,783
1,233,43654,44011,1.0,0.95,13.242572395375735,-6.598080194167254,0.6053,0.70995,-11.054640282915592,-18.08763759484558,0.0,0.0,12.0,0.88135,0.29276541026243946,0.14421792336607153,0.0,4.0,13.242572395375735,783
1,233,43654,44011,1.1,0.95,13.242572395375735,-6.598080194167254,0.6053,0.70995,-11.054640282915592,-18.08763759484558,0.0,0.0,12.0,0.88135,0.29276541026243946,0.14421792336607153,0.0,4.0,13.242572395375735,783
1,98,43654,44011,0.9,0.95,13.164541710354907,-5.013551140524115,0.5539,0.57385,-10.669786634999687,-15.642217817951904,0.0,0.0,11.0,0.8193125,0.5089964333105134,0.17566041601531832,0.0,4.0,13.164541710354907,783
1,98,43654,44011,1.0,0.95,13.164541710354907,-5.013551140524115,0.5539,0.57385,-10.669786634999687,-15.642217817951904,0.0,0.0,11.0,0.8193125,0.5089964333105134,0.17566041601531832,0.0,4.0,13.164541710354907,783
1,98,43654,44011,1.1,0.95,13.164541710354907,-5.013551140524115,0.5539,0.57385,-10.669786634999687,-15.642217817951904,0.0,0.0,11.0,0.8193125,0.5089964333105134,0.17566041601531832,0.0,4.0,13.164541710354907,783
1,232,43654,44011,0.9,0.95,13.000787289735472,-5.255036816095693,0.6291,0.6567,-10.983098825023797,-16.26332669339349,0.0,0.0,11.0,0.8593125,0.21366176065007517,0.12988091701960547,0.0,4.0,13.000787289735472,783
1,232,43654,44011,1.0,0.95,13.000787289735472,-5.255036816095693,0.6291,0.6567,-10.983098825023797,-16.26332669339349,0.0,0.0,11.0,0.8593125,0.21366176065007517,0.12988091701960547,0.0,4.0,13.000787289735472,783
1,232,43654,44011,1.1,0.95,13.000787289735472,-5.255036816095693,0.6291,0.6567,-10.983098825023797,-16.26332669339349,0.0,0.0,11.0,0.8593125,0.21366176065007517,0.12988091701960547,0.0,4.0,13.000787289735472,783
1,222,43654,44011,0.9,0.95,12.871537241794634,-5.434953065255801,0.60665,0.6357,-10.756863964144955,-16.205172111091986,0.0,0.0,11.0,0.8493999999999999,0.295744574978903,0.13836290154118355,0.0,4.0,12.871537241794634,783
1,222,43654,44011,1.0,0.95,12.871537241794634,-5.434953065255801,0.60665,0.6357,-10.756863964144955,-16.205172111091986,0.0,0.0,11.0,0.8493999999999999,0.295744574978903,0.13836290154118355,0.0,4.0,12.871537241794634,783
1,222,43654,44011,1.1,0.95,12.871537241794634,-5.434953065255801,0.60665,0.6357,-10.756863964144955,-16.205172111091986,0.0,0.0,11.0,0.8493999999999999,0.295744574978903,0.13836290154118355,0.0,4.0,12.871537241794634,783
1,173,43654,44011,0.9,0.95,14.703754887365431,-12.267073870639312,0.65145,0.8548,-12.587396563834153,-25.825378160515967,0.0,0.0,12.0,0.93975,0.21961126040232073,0.1460214872444237,-2.171622817883703,4.0,12.510306897318205,783
1,173,43654,44011,1.0,0.95,14.703754887365431,-12.267073870639312,0.65145,0.8548,-12.587396563834153,-25.825378160515967,0.0,0.0,12.0,0.93975,0.21961126040232073,0.1460214872444237,-2.171622817883703,4.0,12.510306897318205,783
1,173,43654,44011,1.1,0.95,14.703754887365431,-12.267073870639312,0.65145,0.8548,-12.587396563834153,-25.825378160515967,0.0,0.0,12.0,0.93975,0.21961126040232073,0.1460214872444237,-2.171622817883703,4.0,12.510306897318205,783
1,210,43654,44011,0.9,0.95,16.588404508563244,-10.877172958600049,0.6518,0.8464,-14.208176145326563,-26.143454399364234,0.0,0.0,16.0,0.9361375,0.26078511651938713,0.17863793163018657,0.0,3.0,12.441303381422433,783
1,210,43654,44011,1.0,0.95,16.588404508563244,-10.877172958600049,0.6518,0.8464,-14.208176145326563,-26.143454399364234,0.0,0.0,16.0,0.9361375,0.26078511651938713,0.17863793163018657,0.0,3.0,12.441303381422433,783
1,210,43654,44011,1.1,0.95,16.588404508563244,-10.877172958600049,0.6518,0.8464,-14.208176145326563,-26.143454399364234,0.0,0.0,16.0,0.9361375,0.26078511651938713,0.17863793163018657,0.0,3.0,12.441303381422433,783
1,178,43654,44011,0.9,0.95,14.561714519073124,-6.25796317742166,0.6391,0.7196,-12.379742775975485,-18.98161533587172,0.0,0.0,12.0,0.8868750000000001,0.26557649867811434,0.1548327247098376,-2.171622817883703,4.0,12.368266529025899,783
1,178,43654,44011,1.0,0.95,14.561714519073124,-6.25796317742166,0.6391,0.7196,-12.379742775975485,-18.98161533587172,0.0,0.0,12.0,0.8868750000000001,0.26557649867811434,0.1548327247098376,-2.171622817883703,4.0,12.368266529025899,783
1,178,43654,44011,1.1,0.95,14.561714519073124,-6.25796317742166,0.6391,0.7196,-12.379742775975485,-18.98161533587172,0.0,0.0,12.0,0.8868750000000001,0.26557649867811434,0.1548327247098376,-2.171622817883703,4.0,12.368266529025899,783
1,207,43654,44011,0.9,0.95,12.365482942780842,-4.871677453928745,0.5641,0.58955,-10.076846451607965,-14.96790494882842,0.0,0.0,11.0,0.82865,0.4156120748108088,0.15643407233743592,0.0,4.0,12.365482942780842,783
1,207,43654,44011,1.0,0.95,12.365482942780842,-4.871677453928745,0.5641,0.58955,-10.076846451607965,-14.96790494882842,0.0,0.0,11.0,0.82865,0.4156120748108088,0.15643407233743592,0.0,4.0,12.365482942780842,783
