1.484400000000001967e+02,9.457500000000002274e+02,9.922699999999991860e+02,3.743278253874382955e+01,1.521964515376023712e+02,1.719799999999999329e+02,6.902945576865921851e+01,9.825720907204450327e+01,1.464895883050771772e+02,9.952646689083017861e+01,1.588400000000000603e+02,3.749595436431921058e+01,2.130926927185554689e+02,2.249785051810148673e+02,9.518864712660010241e+01
1.478100000000002012e+02,9.441900000000003956e+02,9.898399999999992360e+02,3.772574296760045343e+01,1.529722219181699643e+02,1.712299999999999329e+02,6.940129952210918418e+01,9.724800763241276513e+01,1.438984839607608137e+02,9.932052977340900668e+01,1.575000000000000568e+02,3.730262642225002168e+01,2.133321227103740512e+02,2.263806631344952223e+02,9.626979744765544922e+01
1.483500000000001933e+02,9.400800000000003820e+02,9.820099999999991951e+02,3.839671685304625015e+01,1.521091773697885401e+02,1.711799999999999500e+02,6.909619695517586990e+01,9.787557827554510936e+01,1.463149071133255177e+02,9.901652736197776505e+01,1.574900000000000659e+02,3.727362723093964547e+01,2.079688908936373934e+02,2.244357343603127788e+02,9.640257029410085465e+01
1.449200000000001864e+02,9.235900000000003729e+02,9.569199999999991633e+02,3.849122021719354336e+01,1.518958405151324200e+02,1.673999999999999488e+02,6.808554470220930455e+01,9.686637683591337122e+01,1.439567110246780430e+02,9.756516101062857160e+01,1.517700000000000671e+02,3.691597053811164386e+01,2.060534509590885648e+02,2.226264982913058361e+02,9.553954679220581170e+01
1.464700000000001978e+02,9.300900000000003729e+02,9.679899999999992133e+02,3.885033300095327036e+01,1.519055376448895345e+02,1.680799999999999557e+02,6.912480032082585524e+01,9.742610200411249366e+01,1.440246425992481250e+02,9.815355277468906081e+01,1.517000000000000739e+02,3.672264259604245495e+01,2.053830469819965003e+02,2.212695712395506291e+02,9.566283586390510152e+01
1.491600000000001955e+02,9.389300000000001774e+02,9.832999999999991587e+02,3.959690957771690023e+01,1.531273759942834829e+02,1.707499999999999432e+02,7.016405593944240593e+01,9.732433379171266097e+01,1.460917033683094814e+02,9.989911500806849176e+01,1.546100000000000705e+02,3.719629605411196849e+01,2.074421449116364897e+02,2.224455746844051021e+02,9.698108055361292656e+01
1.503600000000002126e+02,9.380800000000003820e+02,9.827399999999992133e+02,3.921889612112772028e+01,1.521285716293027122e+02,1.709999999999999147e+02,7.018322644652967313e+01,9.907135477124322165e+01,1.470233363909850368e+02,1.006444112425450896e+02,1.577500000000000568e+02,3.729296002514656294e+01,2.078731188969099719e+02,2.225360364878554265e+02,9.682934015767533253e+01
1.518000000000002956e+02,9.442700000000002092e+02,9.781799999999991542e+02,3.897318737434475366e+01,1.554166811836385875e+02,1.699999999999999147e+02,7.059539234890618786e+01,9.984309704860866930e+01,1.477705837112560801e+02,1.014842196806690851e+02,1.595000000000000284e+02,3.784394466004375346e+01,2.098364448298225113e+02,2.238025017361602806e+02,9.614650837595615940e+01
1.482300000000001887e+02,9.276600000000001955e+02,9.605699999999992542e+02,3.805650474211599033e+01,1.542590331452777264e+02,1.669099999999999113e+02,6.939723565595123489e+01,9.831657386261107945e+01,1.455385462610959166e+02,1.003448304546762841e+02,1.639200000000000443e+02,3.818226855866483760e+01,2.103153048134597327e+02,2.232597309154581922e+02,9.598528420527249239e+01
1.479700000000003115e+02,9.261800000000001774e+02,9.584699999999992315e+02,3.829276315248422691e+01,1.528095410636326505e+02,1.674099999999999113e+02,6.948350293784397991e+01,9.780773280061188757e+01,1.456647048995832279e+02,1.006886116866568841e+02,1.675000000000000284e+02,3.812427017604407808e+01,2.084956368756383540e+02,2.211791094361001910e+02,9.483774746099444997e+01
1.492600000000001899e+02,9.208700000000002319e+02,9.532899999999991678e+02,3.855737257209665358e+01,1.527998129288564826e+02,1.677799999999999443e+02,6.915760431736023861e+01,9.858795576234398084e+01,1.455579552824016787e+02,1.013859964715317830e+02,1.692500000000000284e+02,3.816293576445792013e+01,2.078252328985462611e+02,2.209077240257491610e+02,9.475239348827955155e+01
1.522500000000003126e+02,9.403999999999999773e+02,9.668999999999991815e+02,3.907714107490678401e+01,1.543854988973675404e+02,1.696399999999999579e+02,7.012571492526784311e+01,9.857099439361067539e+01,1.483237408184697301e+02,1.022208937491989218e+02,1.744600000000000648e+02,3.850125966307900427e+01,2.096927868347313506e+02,2.239834253430609863e+02,9.534038752253772486e+01
1.511000000000003070e+02,9.425800000000001546e+02,9.579999999999992042e+02,3.841561752587571021e+01,1.550372839273690602e+02,1.687099999999999511e+02,6.970396376934769478e+01,9.791798169737836588e+01,1.468195416672748195e+02,1.013467071878768735e+02,1.758000000000000682e+02,3.840459569204440982e+01,2.077773469001825219e+02,2.233501927189085166e+02,9.465755574081856594e+01
1.508100000000002865e+02,9.368899999999999864e+02,9.524499999999992497e+02,3.793365036872450702e+01,1.472158635673511924e+02,1.677399999999999523e+02,6.967520800871677977e+01,9.712079736691296716e+01,1.473742019188015036e+02,1.013859964715317972e+02,1.750000000000000568e+02,3.853459659697882955e+01,2.087829528658206470e+02,2.234406545223588409e+02,9.448684779538876910e+01
1.514500000000001876e+02,9.305000000000000000e+02,9.452599999999991951e+02,3.799035238721288721e+01,1.483054146622790199e+02,1.663199999999999363e+02,6.979981630478408761e+01,9.735825652917925765e+01,1.471990460498983566e+02,1.015136866434102956e+02,1.717400000000000659e+02,3.857340283725775976e+01,2.078252328985462327e+02,2.215409566499015455e+02,9.419285077825969665e+01
1.517900000000003047e+02,9.281299999999999955e+02,9.460199999999991860e+02,3.812265709701910055e+01,1.484026960100404438e+02,1.672399999999999807e+02,6.980940155832772120e+01,9.798582717231160188e+01,1.478996695255110012e+02,1.019360464427007429e+02,1.683000000000000682e+02,3.857340283725775976e+01,2.067238549361806861e+02,2.193698733670931915e+02,9.398420773384550841e+01
1.521400000000002990e+02,9.357500000000002274e+02,9.540599999999991496e+02,3.795255104155395998e+01,1.493852376224307363e+02,1.680499999999999829e+02,7.002027713628780248e+01,9.884237629334356257e+01,1.468584651936977252e+02,1.019262241217870013e+02,1.674100000000000534e+02,3.832116227544470632e+01,2.070590569247267183e+02,2.203649532050470441e+02,9.432562362470508788e+01
1.536700000000003001e+02,9.436300000000002228e+02,9.675899999999992360e+02,3.857627324492611365e+01,1.502413134827311865e+02,1.699199999999999875e+02,7.094046147647721057e+01,9.874060808094372987e+01,1.494079561743993452e+02,1.018869348381320776e+02,1.712500000000000568e+02,3.826295291502630391e+01,2.095970148380039291e+02,2.214504948464511926e+02,9.544470904474482609e+01
